,Year,Quarter,LGA,Total number of presumptives,Total examined with Xpert,Screened with X-ray,Truenat positive,Smear positive,TB LAMP positive,LF LAM positive,Chest X-ray suggestive,Other Clinical Diagnosis,Total diagnosed,Rifampicin resistant,HIV positive,HIV negative,HIV unknown,Presumptives that are HCWs,YEAR QUARTER
325,2022,3,Markafi,1725,521,5,0,8,0,0,5,0,141,0,15,1710,0,0,2022 Q3
326,2022,3,Soba,1188,1039,23,0,7,0,0,0,2,73,0,0,73,1115,0,2022 Q3
327,2022,3,Lere,897,604,50,0,48,0,0,0,14,43,0,5,38,854,0,2022 Q3
328,2022,3,Sabon-Gari,4565,5254,0,0,8,0,0,0,0,342,2,0,4565,0,0,2022 Q3
329,2022,3,Zango-Kataf,1227,1243,0,0,327,0,0,0,0,130,0,15,1212,0,0,2022 Q3
330,2022,3,Sanga,323,1034,0,0,407,0,0,51,0,24,0,7,316,0,0,2022 Q3
331,2022,3,Jaba,762,1604,3549,0,170,0,0,303,0,48,0,0,762,0,0,2022 Q3
332,2022,3,Kauru,8346,523,6,0,10,0,0,6,0,544,0,0,8346,0,0,2022 Q3
333,2022,3,Birnin-Gwari,2232,830,4,0,5,0,0,5,0,103,0,1,2231,0,0,2022 Q3
334,2022,3,Chikun,3413,1817,2,0,11,0,0,2,0,376,0,0,0,3413,0,2022 Q3
335,2022,3,Giwa,5067,1059,8,0,15,0,0,7,0,572,0,14,5053,0,0,2022 Q3
336,2022,3,Igabi,2954,707,24,0,0,0,0,5,0,243,1,0,2954,0,0,2022 Q3
337,2022,3,Jema'a,3509,963,33,0,2,0,0,3,0,269,3,0,3509,0,0,2022 Q3
338,2022,3,Kachia,4299,1257,123,0,3,0,0,4,0,496,0,37,4262,0,0,2022 Q3
339,2022,3,Kaduna North,6655,970,67,0,4,0,0,4,0,721,2,53,1153,5449,0,2022 Q3
340,2022,3,Kaduna South,4629,617,5,0,0,0,0,4,1,378,6,48,4581,0,0,2022 Q3
341,2022,3,Ikara,1650,679,5,0,1,2,0,0,4,41,0,1,42,1607,0,2022 Q3
342,2022,3,Kagarko,789,883,5,0,0,2,0,5,0,73,0,0,789,0,0,2022 Q3
343,2022,3,Kaura,1302,963,6,0,0,5,0,6,0,43,0,49,848,405,0,2022 Q3
344,2022,3,Kajuru,3751,977,152,0,6,0,0,23,0,253,0,4,3747,0,0,2022 Q3
345,2022,4,Kauru,7029,1395,196,0,0,0,0,20,3,597,0,0,7029,0,0,2022 Q4
346,2022,4,Zaria,5026,1444,266,0,0,9,0,40,3,836,4,12,5014,0,0,2022 Q4
347,2022,4,Kaura,809,1764,252,0,2,0,0,54,2,82,0,25,674,110,0,2022 Q4
348,2022,4,Birnin-Gwari,1462,2287,21,0,10,0,0,24,0,146,0,1,1461,0,0,2022 Q4
349,2022,4,Zango-Kataf,1448,2804,9,0,6,0,0,14,0,153,0,14,1434,0,0,2022 Q4
350,2022,4,Chikun,3988,4542,17,0,6,0,0,17,1,457,1,14,3974,0,0,2022 Q4
351,2022,4,Kaduna South,5674,5556,37,0,4,0,0,37,0,495,7,53,5621,0,0,2022 Q4
352,2022,4,Giwa,5780,75,14,0,4,2,0,14,0,577,2,10,5770,0,0,2022 Q4
353,2022,4,Soba,1150,170,11,0,3,3,0,15,0,118,0,0,148,1002,0,2022 Q4
354,2022,4,Kajuru,4721,243,8,0,2,6,0,6,0,283,0,3,4718,0,0,2022 Q4
355,2022,4,Igabi,2999,307,11,0,23,1,0,12,0,252,0,0,2999,0,0,2022 Q4
356,2022,4,Kubau,1083,474,40,0,6,0,0,4,1,94,0,4,1079,0,0,2022 Q4
357,2022,4,Sanga,447,670,59,0,4,0,0,5,0,42,0,4,443,0,0,2022 Q4
358,2022,4,Kaduna North,9613,1024,84,0,8,0,0,6,0,1022,3,96,717,8800,0,2022 Q4
359,2022,4,Kudan,1086,1082,29,3,10,0,0,10,0,60,0,21,342,723,3,2022 Q4
360,2022,4,Lere,974,621,50,0,1,0,0,0,12,64,1,9,55,910,0,2022 Q4
361,2022,4,Markafi,2027,695,90,0,7,0,0,0,15,152,0,6,2021,0,0,2022 Q4
362,2022,4,Kagarko,1827,893,112,0,20,0,0,0,29,202,0,1,1826,0,0,2022 Q4
363,2022,4,Kachia,4552,972,219,0,39,0,0,0,42,495,0,33,4519,0,0,2022 Q4
364,2022,4,Sabon-Gari,5597,4540,365,0,36,0,0,62,15,348,0,1,5596,0,0,2022 Q4
365,2022,4,Jaba,647,4153,365,0,45,0,0,107,0,66,1,1,646,0,0,2022 Q4
366,2022,4,Ikara,1098,4196,939,0,81,0,0,126,0,59,0,1,1097,0,0,2022 Q4
367,2022,4,Jema'a,4388,3932,515,0,115,0,0,183,0,384,2,5,4383,0,0,2022 Q4
368,2023,1,Kagarko,1987,0,632,0,64,0,0,60,0,207,0,0,1987,0,0,2023 Q1
369,2023,1,Kajuru,4818,546,545,0,21,0,0,71,0,270,0,4,4814,0,0,2023 Q1
370,2023,1,Kaura,941,0,0,0,0,0,0,0,0,90,0,46,810,85,0,2023 Q1
371,2023,1,Kauru,7134,0,0,0,0,0,0,0,0,625,0,0,7134,0,0,2023 Q1
372,2023,1,Kubau,1175,3374,15,0,20,3,0,0,28,110,0,6,0,1169,0,2023 Q1
373,2023,1,Kudan,991,3587,127,0,52,8,0,48,2,60,0,15,459,517,0,2023 Q1
374,2023,1,Sanga,908,0,0,0,0,0,0,0,0,84,0,6,902,0,0,2023 Q1
375,2023,1,Markafi,2036,0,0,0,0,0,0,0,0,142,0,5,2031,0,0,2023 Q1
376,2023,1,Sabon-Gari,7446,4300,12,0,259,1,0,30,0,295,0,2,7444,0,0,2023 Q1
377,2023,1,Kaduna South,5369,4392,0,0,147,0,0,19,0,582,0,21,5348,0,0,2023 Q1
378,2023,1,Soba,1399,0,0,0,0,0,0,0,0,90,0,0,90,1309,0,2023 Q1
379,2023,1,Zango-Kataf,1855,0,0,0,0,0,0,0,0,203,0,14,1841,0,0,2023 Q1
380,2023,1,Lere,924,2682,62,2,27,0,0,52,0,51,0,0,0,924,0,2023 Q1
381,2023,1,Kaduna North,9219,2597,132,10,8,0,0,42,0,821,3,130,2336,6753,0,2023 Q1
382,2023,1,Giwa,4740,0,0,0,0,0,0,0,0,563,0,10,4730,0,0,2023 Q1
383,2023,1,Igabi,2855,0,0,0,0,0,0,0,0,254,0,1,2854,0,0,2023 Q1
384,2023,1,Zaria,5668,499,8,0,0,0,0,16,0,767,0,9,5659,0,0,2023 Q1
385,2023,1,Jema'a,3641,1567,68,0,10,2,0,36,0,339,0,7,3634,0,0,2023 Q1
386,2023,1,Birnin-Gwari,1131,0,0,0,0,0,0,0,0,124,0,2,108,1021,0,2023 Q1
387,2023,1,Jaba,1089,0,0,0,0,0,0,0,0,93,0,2,1087,0,0,2023 Q1
388,2023,1,Kachia,3779,649,120,0,32,2,0,10,0,497,0,29,3750,0,0,2023 Q1
389,2023,1,Ikara,692,707,150,0,41,0,0,11,0,58,1,9,683,0,0,2023 Q1
390,2023,1,Chikun,3603,0,0,0,0,0,0,0,0,343,0,9,0,3594,0,2023 Q1
391,2023,2,Lere,1123,0,0,0,0,0,0,0,0,61,1,1,1122,0,0,2023 Q2
392,2023,2,Chikun,3991,2898,138,0,68,1,0,36,0,495,0,12,0,3979,0,2023 Q2
393,2023,2,Markafi,2287,1986,419,0,44,11,0,45,0,174,2,7,2280,0,0,2023 Q2
394,2023,2,Birnin-Gwari,1412,0,0,0,0,0,0,0,0,140,0,3,0,1409,0,2023 Q2
395,2023,2,Sanga,511,0,0,0,0,0,0,0,0,48,0,5,506,0,0,2023 Q2
396,2023,2,Soba,1067,1488,198,0,239,0,0,0,29,94,0,0,669,398,0,2023 Q2
397,2023,2,Zango-Kataf,1889,1326,115,0,258,0,0,0,12,218,0,21,1868,0,0,2023 Q2
398,2023,2,Sabon-Gari,6420,0,0,0,0,0,0,0,0,313,0,0,6420,0,0,2023 Q2
399,2023,2,Giwa,4586,0,0,0,0,0,0,0,0,513,2,11,4575,0,0,2023 Q2
400,2023,2,Kachia,4379,8147,683,0,171,0,0,208,0,466,0,12,4367,0,0,2023 Q2
401,2023,2,Kubau,1049,10368,1105,0,0,5,0,317,0,158,0,0,1049,0,0,2023 Q2
402,2023,2,Igabi,2880,0,0,0,0,0,0,0,0,263,1,1,2879,0,0,2023 Q2
403,2023,2,Kauru,6443,0,0,0,0,0,0,0,0,560,0,10,6433,0,0,2023 Q2
404,2023,2,Kaura,1120,5167,170,0,2,6,0,62,0,112,0,26,889,205,0,2023 Q2
405,2023,2,Ikara,2228,7377,113,0,1,32,0,66,12,140,0,10,0,2218,1,2023 Q2
406,2023,2,Kajuru,5563,0,0,0,0,0,0,0,0,274,0,11,5552,0,0,2023 Q2
407,2023,2,Kagarko,2882,0,0,0,0,0,0,0,0,279,0,2,2880,0,0,2023 Q2
408,2023,2,Jaba,1240,1987,0,0,0,0,0,1,0,106,0,4,1236,0,0,2023 Q2
409,2023,2,Kaduna South,7535,2847,33,0,0,0,0,2,0,693,6,47,7488,0,0,2023 Q2
410,2023,2,Kaduna North,11513,0,0,0,0,0,0,0,0,993,0,82,2058,9373,0,2023 Q2
411,2023,2,Jema'a,3050,0,0,0,0,0,0,0,0,258,2,9,3041,0,0,2023 Q2
412,2023,2,Kudan,1341,2894,42,0,124,0,0,13,0,72,0,11,1113,217,0,2023 Q2
413,2023,2,Zaria,7299,3512,28,0,120,0,0,13,3,805,4,10,7289,0,0,2023 Q2
